id,name,logo_url,transparency_grade,coverage_type,order_books,first_trade,first_candle,first_order_book,num_pairs,num_pairs_unmapped,last_updated,fiat_currencies,rank,weight,centralized,decentralized,1d.volume,1d.volume_change,1d.volume_change_pct,1d.trades,1d.trades_change,1d.trades_change_pct,1d.spot_volume,1d.spot_volume_change,1d.spot_volume_change_pct,1d.derivative_volume,1d.derivative_volume_change,1d.derivative_volume_change_pct,location,website_url
binance,Binance,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/binance.svg,A,trades,true,2017-07-13T00:00:00Z,2017-07-13T00:00:00Z,2018-08-29T00:00:00Z,2277,2,2022-04-15T14:41:58.246Z,AUD;BRL;EUR;GBP;NGN;RUB;TRY;UAH;USD;ZAR,1,1.0000,true,false,42560363674.36,-12611907991.38,-0.2286,33375894,-8838279,-0.2094,10206600606.95,-3255473125.87,-0.2418,32353763067.41,-9356434865.51,-0.2243,Malta,https://www.binance.com/
ftx,FTX,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/ftx.png,A,trades,true,2019-03-05T00:00:00Z,2019-03-05T00:00:00Z,2019-10-15T00:00:00Z,2093,101,2022-04-15T14:41:59.127Z,AUD;BRL;EUR;USD,2,0.8076,true,false,7723691495.17,-1744366288.66,-0.1842,5816252,-1234339,-0.1751,1215373949.95,-209131060.91,-0.1468,6508317545.22,-1535235227.75,-0.1909,Antigua and Barbuda,https://ftx.com/
cryptomkt,CryptoMarket,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/cryptomkt.jpeg,A,trades,true,2013-12-27T00:00:00Z,2013-12-27T00:00:00Z,2021-12-01T00:00:00Z,161,5,2022-04-15T14:42:13.461Z,BRL;CLP;PEN,3,0.5309,true,false,2169132607.62,-623622685.78,-0.2233,659460,-1912,-0.0029,2169132607.62,-623622685.78,-0.2233,,,,Chile,https://www.cryptomkt.com/
gdax,Coinbase Exchange,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/gdax.png,A,trades,true,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,2018-09-11T00:00:00Z,516,3,2022-04-15T14:41:58.945Z,EUR;GBP;USD,4,0.8683,true,false,1693438332.17,-493486227.75,-0.2257,3518774,-311356,-0.0813,1693438332.17,-493486227.75,-0.2257,,,,United States,https://www.coinbase.com/
gateio,Gate.io,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/gateio.png,A,trades,true,2017-09-29T00:00:00Z,2017-09-29T00:00:00Z,2021-06-11T00:00:00Z,2746,64,2022-04-15T14:42:14.339Z,USD,5,0.7595,true,false,1523266543.93,-337306478.57,-0.1813,6913786,-787332,-0.1022,1523266543.93,-337306478.57,-0.1813,,,,Cayman Islands,https://www.gate.io/
lbank,Lbank,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/lbank.jpg,A,trades,true,2017-09-29T00:00:00Z,2017-09-29T00:00:00Z,2019-06-04T00:00:00Z,1510,83,2022-04-15T14:42:12.897Z,,6,0.6750,true,false,1170355525.20,-80700285.02,-0.0645,6688694,-240469,-0.0347,1170355525.20,-80700285.02,-0.0645,,,,China,https://www.lbank.info/
uniswapv3,Uniswap V3 (Ethereum),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/uniswapv3.png,A,trades,true,2021-05-04T00:00:00Z,2021-05-04T00:00:00Z,2021-11-11T00:00:00Z,4005,2458,2022-04-15T14:40:48Z,,7,0.8042,false,true,1108793021.14,-279822858.67,-0.2015,27784,-3647,-0.1160,1108793021.14,-279822858.67,-0.2015,,,,United States,https://uniswap.org
bitmex,BitMEX,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/bitmex.png,A,trades,true,2014-11-06T00:00:00Z,2014-11-06T00:00:00Z,2018-09-12T00:00:00Z,338,502,2022-04-15T14:40:59.153Z,CNY;EUR;JPY;USD,8,0.7158,true,false,579952660.88,-392623782.89,-0.4037,184116,-61807,-0.2513,,,,579952660.88,-392623782.89,-0.4037,Seychelles,https://www.bitmex.com/
curve,Curve Finance,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/curve.jpg,A,trades,false,2021-03-03T00:00:00Z,2021-03-03T00:00:00Z,,232,236,2022-04-15T14:40:48Z,,9,0.6703,false,true,576882777.54,322487051.86,1.2677,762,-49,-0.0604,576882777.54,322487051.86,1.2677,,,,Switzerland,https://curve.fi/
kraken,Kraken,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/kraken.svg,A,trades,true,2013-09-10T00:00:00Z,2013-09-10T00:00:00Z,2019-01-31T00:00:00Z,526,0,2022-04-15T14:42:01.064Z,AUD;CAD;CHF;EUR;GBP;JPY;USD,10,0.7475,true,false,514022986.49,-179792054.57,-0.2591,456472,-134996,-0.2282,514022986.49,-179792054.57,-0.2591,,,,United States,https://www.kraken.com/
pancakeswapv2,PancakeSwap V2,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/pancakeswapv2.jpg,A,trades,true,2021-04-23T00:00:00Z,2021-04-23T00:00:00Z,2021-10-28T00:00:00Z,31329,860897,2022-04-15T14:41:09Z,,11,0.8081,false,true,484364851.96,117953417.93,0.3219,730935,-18325,-0.0245,484364851.96,117953417.93,0.3219,,,,Japan,https://pancakeswap.finance
deversifi,DeversiFi,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/deversifi.jpg,A,trades,true,2013-01-14T00:00:00Z,2013-01-14T00:00:00Z,2020-03-25T00:00:00Z,522,219,2022-04-15T14:41:52.419Z,EUR;GBP;JPY;USD,12,0.5752,false,true,362969985.62,-129347242.02,-0.2627,466301,-24376,-0.0497,362969985.62,-129347242.02,-0.2627,0.00,,,British Virgin Islands,https://www.deversifi.com/
phemex,Phemex,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/phemex.jpeg,A,trades,true,2019-11-24T00:00:00Z,2019-11-24T00:00:00Z,2020-04-20T00:00:00Z,6,9,2022-04-15T14:39:07.758Z,USD,13,0.6135,true,false,300186477.94,-133161267.30,-0.3073,61734,-21922,-0.2620,,,,300186477.94,-133161267.30,-0.3073,Singapore,https://phemex.com/
bitflyer,bitFlyer,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/bitflyer.png,A,trades,true,2015-06-24T00:00:00Z,2015-06-24T00:00:00Z,2019-10-22T00:00:00Z,142,1,2022-04-15T14:41:36.92Z,EUR;JPY;USD,14,0.6782,true,false,201339789.32,-81671068.79,-0.2886,187802,-51266,-0.2144,66225903.48,-22676225.43,-0.2551,135113885.84,-58994843.36,-0.3039,Japan,https://bitflyer.com/
probit,ProBit,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/probit.jpg,A,trades,true,2018-12-27T00:00:00Z,2018-12-27T00:00:00Z,2020-03-27T00:00:00Z,1484,175,2022-04-15T14:41:52.702Z,KRW,15,0.6196,true,false,161994965.95,-9240237.64,-0.0540,416945,13473,0.0334,161994965.95,-9240237.64,-0.0540,,,,Seychelles,https://www.probit.com
bitstamp,Bitstamp,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/bitstamp.jpg,A,trades,true,2011-08-18T00:00:00Z,2011-08-18T00:00:00Z,2019-03-13T00:00:00Z,155,4,2022-04-15T14:41:56Z,EUR;GBP;USD,16,0.6618,true,false,160875673.75,-34667436.19,-0.1773,88080,-18736,-0.1754,139637769.40,-44966531.26,-0.2436,,,,Luxembourg,https://www.bitstamp.net/
uniswapv2,Uniswap V2,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/uniswap.svg,A,trades,true,2020-05-05T00:00:00Z,2020-05-05T00:00:00Z,2021-10-27T00:00:00Z,16412,54444,2022-04-15T14:37:13Z,USD,17,0.7273,false,true,151172621.31,-71242326.46,-0.3203,44604,-12497,-0.2189,151172621.31,-71242326.46,-0.3203,,,,United States,https://uniswap.org
biswap,Biswap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/biswap.png,A,trades,true,2021-05-23T00:00:00Z,2021-05-23T00:00:00Z,2022-01-20T00:00:00Z,684,630,2022-04-15T14:39:18Z,,18,0.5650,false,true,143490535.97,-57393335.37,-0.2857,49658,-18197,-0.2682,143490535.97,-57393335.37,-0.2857,,,,,https://biswap.org
spookyswap,SpookySwap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/spookyswap.png,A,trades,true,2021-04-17T00:00:00Z,2021-04-17T00:00:00Z,2021-10-27T00:00:00Z,733,18243,2022-04-15T14:41:48Z,,19,0.6092,false,true,117982652.50,-22789277.20,-0.1619,84927,-6633,-0.0724,117982652.50,-22789277.20,-0.1619,,,,,https://spookyswap.finance/
ftx_us,FTX.us,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/ftx_us.png,A,trades,true,2020-04-05T00:00:00Z,2020-04-05T00:00:00Z,2020-05-21T00:00:00Z,68,0,2022-04-15T14:41:07.965Z,AUD;BRL;EUR;USD,20,0.6080,true,false,113894887.46,12383603.25,0.1220,45343,-15594,-0.2559,113894887.46,12383603.25,0.1220,,,,United States,https://ftx.us/
liquid,Liquid,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/liquid.jpg,A,trades,true,2014-07-17T00:00:00Z,2014-07-17T00:00:00Z,2019-05-09T00:00:00Z,655,17,2022-04-15T14:42:03Z,AUD;CNY;EUR;HKD;IDR;INR;JPY;PHP;SGD;USD,21,0.6050,true,false,103811807.36,-24655072.53,-0.1919,107588,-14425,-0.1182,91250172.54,-28996433.93,-0.2411,,,,Japan,https://www.liquid.com/
mm_finance,MM.Finance,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/mm_finance.svg,A,trades,true,2021-12-12T00:00:00Z,2021-12-12T00:00:00Z,2022-01-19T00:00:00Z,69,5916,2022-04-15T13:34:05Z,,22,0.5018,false,true,90593816.37,27459141.73,0.4349,21027,4219,0.2510,90593816.37,27459141.73,0.4349,,,,,https://mm.finance
sushiswap,SushiSwap (Ethereum),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/sushiswap.jpg,A,trades,true,2020-09-04T00:00:00Z,2020-09-04T00:00:00Z,2021-10-27T00:00:00Z,1629,1132,2022-04-15T14:36:34Z,,23,0.6378,false,true,81072403.97,-13718487.24,-0.1447,9438,-1479,-0.1355,81072403.97,-13718487.24,-0.1447,,,,,https://sushi.com
fstswap,FstSwap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/fstswap.png,A,trades,true,2021-12-23T00:00:00Z,2021-12-23T00:00:00Z,2022-03-11T00:00:00Z,157,957,2022-04-15T14:38:57Z,,24,0.2696,false,true,79780239.09,50879598.74,1.7605,36366,19957,1.2162,79780239.09,50879598.74,1.7605,,,,,https://app.fstswap.vip/
gemini,Gemini,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/gemini.svg,A,trades,true,2015-10-08T00:00:00Z,2015-10-08T00:00:00Z,2019-03-05T00:00:00Z,118,11,2022-04-15T14:41:32Z,EUR;GBP;SGD;USD,25,0.6522,true,false,76884825.59,-25599782.22,-0.2498,163549,-21705,-0.1172,76884825.59,-25599782.22,-0.2498,,,,United States,https://www.gemini.com/
balancerv2,Balancer V2 (Ethereum),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/balancer.png,A,trades,false,2021-04-22T00:00:00Z,2021-04-22T00:00:00Z,,594,73,2022-04-15T14:38:05Z,,26,0.5975,false,true,64529500.04,541385.06,0.0085,848,-82,-0.0882,64529500.04,541385.06,0.0085,,,,,https://balancer.fi
traderjoe,Trader Joe,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/traderjoe.png,A,trades,true,2021-06-29T00:00:00Z,2021-06-29T00:00:00Z,2021-10-27T00:00:00Z,1397,14133,2022-04-15T14:41:23Z,,27,0.5862,false,true,58473228.27,-14092755.47,-0.1942,72644,943,0.0132,58473228.27,-14092755.47,-0.1942,,,,,https://www.traderjoexyz.com/
nice_hash,NiceHash,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/nice_hash.png,A,trades,true,2019-07-03T00:00:00Z,2019-07-03T00:00:00Z,2021-09-02T00:00:00Z,92,8,2022-04-15T14:38:19.794Z,,28,0.6057,true,false,51176385.40,-12384479.25,-0.1948,6525,34,0.0052,51176385.40,-12384479.25,-0.1948,,,,Slovenia,https://www.nicehash.com/
stellarx,StellarX,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/stellarx.jpg,A,trades,true,2015-11-18T00:00:00Z,2015-11-18T00:00:00Z,2022-03-24T00:00:00Z,626,1174,2022-04-15T14:41:55Z,BRL;CNY;KES;MXN;TZS;USD,29,0.4536,false,true,49746962.54,39639853.25,3.9220,311031,42842,0.1597,40419341.53,37231421.12,11.6789,,,,,https://www.stellarx.com
uniswapv3_polygon,Uniswap V3 (Polygon),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/uniswapv3.png,A,trades,true,2021-12-20T00:00:00Z,2021-12-20T00:00:00Z,2022-01-03T00:00:00Z,669,1703,2022-04-15T14:40:44Z,,30,0.6803,false,true,44814275.16,-14327487.54,-0.2423,42192,-4251,-0.0915,44814275.16,-14327487.54,-0.2423,,,,United States,https://uniswap.org
poloniex,Poloniex,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/poloniex.svg,A,trades,true,2014-01-18T00:00:00Z,2014-01-18T00:00:00Z,2018-12-05T00:00:00Z,650,5,2022-04-15T14:41:10Z,,31,0.6309,true,false,42431557.87,-1988593.58,-0.0448,290217,-19834,-0.0640,42431557.87,-1988593.58,-0.0448,,,,United States,https://poloniex.com/
currency,Currency.com,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/currency.svg,A+,trades,true,2020-03-13T00:00:00Z,2020-03-13T00:00:00Z,2019-04-18T00:00:00Z,498,153,2022-04-15T14:41:31.966Z,BYN;EUR;GBP;HKD;RUB;USD,32,0.5748,true,false,41257976.82,-19985469.92,-0.3263,33887,-11107,-0.2469,41257976.82,-19985469.92,-0.3263,,,,Gibraltar,https://currency.com/
dodo,DODO (Ethereum),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/dodo.png,A,trades,false,2020-08-10T00:00:00Z,2020-08-10T00:00:00Z,,8024,1567,2022-04-15T14:40:16Z,,33,0.5443,false,true,33216113.11,-8904291.95,-0.2114,107,3,0.0288,33216113.11,-8904291.95,-0.2114,,,,,https://dodoex.io
uniswapv3_arbitrum,Uniswap V3 (Arbitrum),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/uniswapv3.png,A,trades,true,2021-06-01T00:00:00Z,2021-06-01T00:00:00Z,2021-11-11T00:00:00Z,124,254,2022-04-15T14:40:48Z,,34,0.6612,false,true,27321907.62,-10369794.11,-0.2751,4838,-478,-0.0899,27321907.62,-10369794.11,-0.2751,,,,United States,https://uniswap.org
quickswap,QuickSwap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/quickswap.jpg,A,trades,true,2020-09-29T00:00:00Z,2020-09-29T00:00:00Z,2021-10-27T00:00:00Z,3072,29293,2022-04-15T14:41:18Z,,35,0.5817,false,true,25282230.41,-5306491.61,-0.1735,116004,-6829,-0.0556,25282230.41,-5306491.61,-0.1735,,,,,https://quickswap.exchange/
tombswap,Tomb Swap,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/tombswap.jpg,A,trades,true,2022-02-13T00:00:00Z,2022-02-13T00:00:00Z,2022-03-18T00:00:00Z,5,22,2022-04-15T14:41:11Z,,36,0.2521,false,true,24528389.66,234325.41,0.0096,11142,-1559,-0.1227,24528389.66,234325.41,0.0096,,,,,https://swap.tomb.com/
dodo_polygon,DODO (Polygon),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/dodo.png,A,trades,false,2021-05-24T00:00:00Z,2021-05-24T00:00:00Z,,2057,5546,2022-04-15T14:38:34Z,,37,0.5338,false,true,23736880.75,-12533971.70,-0.3456,8157,-1829,-0.1832,23736880.75,-12533971.70,-0.3456,,,,,https://dodoex.io
polyx,Polyx,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/polyx.svg,A+,trades,true,2018-08-31T00:00:00Z,2018-08-31T00:00:00Z,2019-09-12T00:00:00Z,12,4,2022-04-15T14:38:27.994Z,,38,0.1962,true,false,19950256.62,-3492689.28,-0.1490,5340,-790,-0.1289,19950256.62,-3492689.28,-0.1490,,,,Estonia,https://polyx.net
coinfield,CoinField,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/coinfield.jpg,A,trades,true,2018-04-05T00:00:00Z,2018-04-05T00:00:00Z,2020-02-13T00:00:00Z,81,9,2022-04-15T14:41:18Z,AED;CAD;EUR;GBP;JPY;USD,39,0.4218,true,false,14365858.24,-3086977.07,-0.1769,29523,-1360,-0.0440,14365858.24,-3086977.07,-0.1769,,,,Canada,https://www.coinfield.com/
cex,CEX.IO,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/cex.png,A,trades,true,2013-12-27T00:00:00Z,2013-12-27T00:00:00Z,2019-06-07T00:00:00Z,273,3,2022-04-15T14:40:54Z,EUR;GBP;RUB;USD,40,0.5975,true,false,13660470.39,-301650.90,-0.0216,77874,6509,0.0912,13660470.39,-301650.90,-0.0216,,,,United Kingdom,https://cex.io/
sushiswap_arbitrum,SushiSwap (Arbitrum),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/sushiswap.jpg,A,trades,true,2021-08-31T00:00:00Z,2021-08-31T00:00:00Z,2021-10-27T00:00:00Z,135,800,2022-04-15T14:39:37Z,,41,0.5744,false,true,13283717.86,-7386478.92,-0.3573,2144,-500,-0.1891,13283717.86,-7386478.92,-0.3573,,,,,https://sushi.com
mdex,Mdex (Heco),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/mdex.png,A,trades,true,2021-01-07T00:00:00Z,2021-01-07T00:00:00Z,2021-12-08T00:00:00Z,3795,40021,2022-04-15T14:41:11Z,,42,0.5188,false,true,11691534.74,6743245.57,1.3627,39514,7235,0.2241,11691534.74,6743245.57,1.3627,,,,,https://mdex.com/
balancer,Balancer V1,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/balancer.png,A,trades,false,2020-03-13T00:00:00Z,2020-03-13T00:00:00Z,,8353,886,2022-04-15T14:36:44Z,,43,0.5359,false,true,10121734.88,-3512007.40,-0.2576,388,-134,-0.2567,10121734.88,-3512007.40,-0.2576,,,,,https://balancer.fi
apeswap,ApeSwap (BSC),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/apeswap.png,A,trades,true,2021-02-14T00:00:00Z,2021-02-14T00:00:00Z,2021-10-27T00:00:00Z,1542,1917,2022-04-15T14:40:36Z,,44,0.5197,false,true,9579968.42,-2324240.75,-0.1952,20950,-3829,-0.1545,9579968.42,-2324240.75,-0.1952,,,,,https://apeswap.finance
defikingdoms,DeFi Kingdoms,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/defikingdoms.png,A,trades,true,2021-08-23T00:00:00Z,2021-08-23T00:00:00Z,2021-10-27T00:00:00Z,222,844,2022-04-15T14:40:43Z,,45,0.4257,false,true,9509268.74,-2223240.74,-0.1895,27221,-1313,-0.0460,9509268.74,-2223240.74,-0.1895,,,,,https://defikingdoms.com
vvs_finance,VVS Finance,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/vvs_finance.jpg,A,trades,true,2021-11-09T00:00:00Z,2021-11-09T00:00:00Z,2022-01-19T00:00:00Z,39,253,2022-04-15T13:34:05Z,,46,0.3304,false,true,8844637.91,-2478717.79,-0.2189,4223,-655,-0.1343,8844637.91,-2478717.79,-0.2189,,,,,https://vvs.finance
bitso,Bitso,https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/bitso.jpg,A,trades,true,2014-04-07T00:00:00Z,2014-04-07T00:00:00Z,2019-07-26T00:00:00Z,54,3,2022-04-15T14:42:07Z,ARS;BRL;MXN;USD,47,0.5069,true,false,8045733.35,-15057209.88,-0.6517,48464,-22373,-0.3158,8045733.35,-15057209.88,-0.6517,,,,Mexico,https://bitso.com/
sushiswap_polygon,SushiSwap (Polygon),https://s3.us-east-2.amazonaws.com/nomics-api/static/images/exchanges/sushiswap.jpg,A,trades,true,2021-03-03T00:00:00Z,2021-03-03T00:00:00Z,2021-10-27T00:00:00Z,1059,4686,2022-04-15T14:41:00Z,,48,0.5565,false,true,7956653.84,-978595.51,-0.1095,22034,-2704,-0.1093,7956653.84,-978595.51,-0.1095,,,,,https://sushi.com
